Saved Search Date,Jobs Search Url
"9/24/22, 4:52 PM",https://www.linkedin.com/jobs/search?keywords=data+analyst&f_E=2&orig=JOB_ALERT
"2/14/22, 5:20 AM",https://www.linkedin.com/jobs/search?keywords=data+scientist&distance=24%2E9999301285&orig=JOB_ALERT
"1/15/22, 10:52 PM",https://www.linkedin.com/jobs/search?keywords=data+science&orig=JOB_ALERT
"12/22/21, 12:21 PM",https://www.linkedin.com/jobs/search?keywords=data+analyst&orig=JOB_ALERT
